"player_id","team_id","general_position","minutes_played","shots","shots_on_target","goals","xgoals","xplace","goals_minus_xgoals","key_passes","primary_assists","xassists","primary_assists_minus_xassists","goals_plus_primary_assists","xgoals_plus_xassists","points_added","xpoints_added","player_name","birth_date","weight_lb","nationality","season_name","primary_broad_position","primary_general_position","secondary_general_position","secondary_broad_position","height_cm"
"9YqdogzE5v","gpMOLwl5zy","W",1624,19,7,1,2.3347,-1.0401,-1.3347,13,1,1.4978,-0.4978,2,3.8325,0.9459,1.3742,"Rodney Redes","2000-02-22",154,"Paraguay","2021, 2022, 2023","MF","W","ST","FW",173
"9YqdokXR5v","X0Oq66zq6D","FB",1496,14,3,0,1.0559,-0.8685,-1.0559,13,1,1.2293,-0.2293,1,2.2851,0,1.0205,"Jhon Espinoza","1999-02-24",163,"Ecuador","2021, 2022","DF","FB","WB","DF",177
"9YqdolyR5v","19vQ2095K6","GK",4251,0,0,0,0,0,0,1,1,0.0765,0.9235,1,0.0765,0,0,"Đorđe Petrović","1999-10-08",190,"Serbia","2022, 2023","GK","GK","GK","GK",190
"9YqdoPb85v","jYQJ8EW5GR","ST",432,12,3,2,2.6378,-0.6734,-0.6378,3,1,0.7254,0.2746,3,3.3632,0.9276,2.0131,"Santiago Patiño","1997-03-10",161,"USA","2019, 2020","FW","ST","W","FW",185
"9YqdoZeR5v","vzqoOgNqap, APk5LGOMOW","FB",7482,28,13,5,2.9715,1.2476,2.0285,63,5,6.3371,-1.3371,10,9.3086,0.7414,1.7621,"Alistair Johnston","1998-10-08",170,"Canada","2020, 2021, 2022","DF","FB","WB","DF",180
"9YqdW9a85v","kaDQ0wRqEv","ST",33,1,0,0,0.118,-0.118,-0.118,1,0,0.1079,-0.1079,0,0.2259,0,0.2203,"Aaron Bibout","2004-09-03",171,"Cameroon","2023","FW","ST","W","FW",182
"9YqdWdRE5v","mKAqBBmqbg","FB",396,1,1,0,0.1258,0.0593,-0.1258,3,0,0.3526,-0.3526,0,0.4784,0,0.0911,"Herbert Endeley","2001-10-09",392,"USA","2023, 2024","DF","FB","WB","DF",68
"9Yqdwg885v","NWMWlBK5lz","CB",622,2,0,0,0.034,-0.034,-0.034,1,0,0.0284,-0.0284,0,0.0624,0,0.0228,"Gilberto Flores","2003-04-01",172,"Paraguay","2025","DF","CB","FB","DF",177
"9Yqdwlrj5v","jYQJ8EW5GR","W",735,26,12,4,3.1484,1.273,0.8516,8,1,0.8608,0.1392,5,4.0093,1.2391,1.7211,"Marco Pasalic","2000-09-14",163,"Croatia","2025","MF","W","ST","FW",177
"9Yqdx3EqvJ","eVq3ya6MWO, Z2vQ1xlqrA, pzeQZ6xQKw","CM",18708,325,96,36,31.6035,0.3074,4.3965,369,34,37.0943,-3.0943,70,68.6978,20.1491,19.0581,"Benny Feilhaber","1985-01-19",161,"USA","2013, 2014, 2015, 2016, 2017, 2018, 2019","MF","CM","DM","MF",175
"9YqdxKjqvJ","9z5k7Yg5A3","CB",2082,14,6,1,1.2338,0.1384,-0.2338,2,0,0.123,-0.123,1,1.3568,0.0333,0.7385,"Oguchi Onyewu","1982-05-13",201,"USA","2017","DF","CB","FB","DF",195
"9Yqdxx8qvJ","kRQand1MKZ","DM",5192,48,15,4,4.0577,0.847,-0.0577,53,3,4.6101,-1.6101,7,8.6678,1.9697,2.6562,"Ibson","1983-11-07",163,"Brazil","2017, 2018","MF","DM","CM","MF",177
"9YqdY1n9Qv","KAqBN0Vqbg, mvzqoLZQap","ST",380,7,1,0,1.8517,-1.4726,-1.8517,0,0,0,0,0,1.8517,0,0.8952,"J.J. Williams","1998-01-04",198,"USA","2019, 2020","FW","ST","W","FW",190
"9YqdY2mRQv","APk5LGOMOW","FB",8902,92,29,11,8.2667,-0.5697,2.7333,97,4,8.9618,-4.9618,15,17.2285,3.326,4.1357,"Mathieu Choinière","1999-02-07",150,"Canada","2018, 2019, 2021, 2022, 2023, 2024","DF","FB","CM","MF",175
"9z5k31KP5A","wvq9B9wQWn","ST",101,3,2,0,0.4709,0.0769,-0.4709,0,0,0,0,0,0.4709,0,0.7467,"Caden Glover","2007-03-08",171,"USA","2023, 2024","FW","ST","W","FW",182
"9z5k36ra5A","kRQand1MKZ","W",97,2,2,0,0.5965,-0.1955,-0.5965,0,0,0,0,0,0.5965,0,0.266,"Loïc Mesanvi","2003-10-06",154,"Togo","2024, 2025","FW","W","ST","FW",173
"9z5k3nlg5A","zeQZBOzQKw","CM",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anisse Saidi","2008-06-20",161,"USA","2025","MF","CM","DM","MF",177
"9z5k4OJqA3","19vQ2095K6, jYQJ8EW5GR","FB",4832,10,4,1,1.031,-0.1267,-0.031,28,3,2.6066,0.3934,4,3.6376,0.4696,0.8447,"Kevin Alston","1988-05-05",161,"USA","2013, 2014, 2015, 2016","DF","FB","WB","DF",175
"9z5k71be5A","kaDQ0wRqEv, vzqoOgNqap, 19vQ2095K6, 0KPqjA456v","CB",23081,113,35,8,9.5142,2.0461,-1.5142,50,6,5.8118,0.1882,14,15.326,6.0749,7.0364,"Dave Romney","1993-06-12",190,"USA","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","DF","CB","FB","DF",187
"9z5k76Yd5A","a2lqR4JMr0","FB",2947,28,11,3,0.771,0.7732,2.229,33,4,2.5524,1.4476,7,3.3234,0.6093,0.4444,"Alexandros Katranis","1998-05-04",154,"Greece","2024, 2025","DF","FB","WB","DF",175
"9z5k780l5A","mKAqBBmqbg","W",952,18,5,0,1.4833,-0.5439,-1.4833,12,0,0.8751,-0.8751,0,2.3584,0,0.9008,"Pablo Aránguiz","1997-03-17",157,"Chile","2018, 2019","MF","AM","W","FW",175
"9z5k7bJl5A","a2lqRX2Mr0, jYQJ8EW5GR","CB",3203,2,1,0,0.1613,-0.0561,-0.1613,1,0,0.0271,-0.0271,0,0.1884,0,0.1265,"Tommy Redding","1997-01-24",181,"USA","2015, 2016, 2017, 2018","DF","CB","FB","DF",187
"9z5k7kBJ5A","kRQabn8MKZ","CB",4427,14,3,1,0.4568,0.0318,0.5432,5,0,0.3089,-0.3089,1,0.7657,0.1916,0.2634,"Sigurd Rosted","1994-07-22",176,"Norway","2023, 2024, 2025","DF","CB","FB","DF",190
"9z5k7OJJ5A","kRQabn8MKZ","W",1888,45,17,3,5.3715,-1.0279,-2.3715,34,6,3.6486,2.3514,9,9.0201,1.3176,2.7349,"Yeferson Soteldo","1997-06-30",121,"Venezuela","2021","MF","W","ST","FW",160
"9z5k7rej5A","gpMOLwl5zy, KAqBN0Vqbg, NWMWlBK5lz","ST",10002,279,122,39,46.5792,-7.22,-7.5792,82,14,9.8835,4.1165,53,56.4627,17.6022,28.2166,"Brandon Vázquez","1998-10-14",196,"USA","2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025","FW","ST","W","FW",187
"9z5k7VrY5A","a2lqR4JMr0","CB",643,1,1,0,0.0777,0.0745,-0.0777,1,0,0.1761,-0.1761,0,0.2537,0,0.055,"Toni Datkovic","1993-11-06",172,"Croatia","2021","DF","CB","FB","DF",190
"9z5k7X9J5A","WBLMvYAQxe","W",301,5,2,0,0.2136,-0.114,-0.2136,5,0,0.2618,-0.2618,0,0.4754,0,0.0938,"Blake Bodily","1998-01-13",150,"USA","2020, 2021, 2022","MF","W","ST","FW",175
"9z5k7XrJ5A","X0Oq66zq6D","W",445,8,5,0,0.3494,-0.0169,-0.3494,4,0,0.3441,-0.3441,0,0.6934,0,0.2159,"Daniel Johnson","1995-09-07",139,"USA","2017, 2018","MF","W","FB","DF",175
"9z5k7zAl5A","lgpMOvnQzy","FB",1321,7,3,0,0.3589,-0.1939,-0.3589,9,0,0.3753,-0.3753,0,0.7342,0,0.2188,"Marcus Godinho","1997-06-28",154,"Canada","2021, 2022","DF","FB","WB","DF",177
"9z5ka8adQA","lgpMOvnQzy","AM",10365,259,104,39,35.111,3.0392,3.889,267,32,30.0274,1.9726,71,65.1384,18.6789,22.6302,"Ryan Gauld","1995-12-16",150,"Scotland","2021, 2022, 2023, 2024, 2025","MF","AM","W","FW",170
"9z5kaAnKQA","19vQ2095K6, YgOMngl5wN","DM",4263,52,15,5,4.4779,1.143,0.5221,27,3,2.0297,0.9703,8,6.5077,1.6103,2.2778,"Wilfried Zahibo","1993-08-21",170,"France","2018, 2019, 2020","MF","DM","CM","MF",187
"9z5kabkaQA","9z5k7Yg5A3, 4wM42l4qjB","CM",1241,17,4,0,1.4057,-0.5817,-1.4057,8,0,0.5123,-0.5123,0,1.9179,0,1.0388,"Gabriel Farfán","1988-06-23",165,"USA","2013","MF","CM","DM","MF",177
"9z5kabNlQA","jYQJ19EqGR, EKXMeX3Q64, 9z5k7Yg5A3","W",2920,46,19,1,3.5221,1.3448,-2.5221,37,2,3.0838,-1.0838,3,6.6059,0.1208,2.4804,"Michael Farfan","1988-06-23",161,"USA","2013, 2015, 2016","MF","W","ST","FW",175
"9z5kaDXPQA","mKAqBBmqbg","FB",844,6,1,0,0.2641,-0.2072,-0.2641,3,1,0.2369,0.7631,1,0.501,0,0.1822,"Anton Nedyalkov","1993-04-30",154,"Bulgaria","2018","DF","FB","WB","DF",182
"9z5kagOjQA","jYQJ8EW5GR, Vj58weDM8n","FB",5329,21,4,1,1.0849,-0.2601,-0.0849,65,10,7.7415,2.2585,11,8.8264,0.5538,0.6058,"RJ Allen","1990-04-17",165,"USA","2015, 2016, 2017, 2018","DF","FB","WB","DF",180
"9z5kakyJQA","Z2vQ1xlqrA, YgOMngl5wN","W",1696,30,13,6,3.1689,1.1292,2.8311,28,3,2.2866,0.7134,9,5.4555,4.3559,2.4989,"Tyler Pasher","1994-04-27",159,"Canada","2017, 2021, 2022","FW","W","W","FW",180
"9z5kamgdQA","vzqoOgNqap, Z2vQ1xlqrA, jYQJ19EqGR, mvzqoLZQap","FB",8475,161,36,10,7.2133,-1.45,2.7867,107,7,10.5054,-3.5054,17,17.7188,6.4106,4.8718,"Jimmy Medranda","1994-02-07",152,"Colombia","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023","DF","FB","WB","DF",165
"9z5karAKQA","kRQabn8MKZ, NWMWlBK5lz","CB",18707,117,36,10,10.1912,2.6473,-0.1912,58,5,6.7505,-1.7505,15,16.9417,8.5841,7.3546,"Nick Hagglund","1992-09-14",159,"USA","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","DF","CB","FB","DF",182
"9z5kaV3gQA","NWMWlBK5lz","ST",1915,67,21,3,8.6225,-3.5275,-5.6225,14,0,0.946,-0.946,3,9.5685,2.209,5.0322,"Jürgen Locadia","1993-11-07",194,"Netherlands","2020, 2021","FW","ST","W","FW",187
"9z5kaZePQA","4wM42l4qjB, X0Oq66zq6D","GK",660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patrick McLain","1988-08-22",207,"USA","2013, 2016, 2018","GK","GK","GK","GK",190
"9z5kaZEYQA","jYQJ19EqGR, EKXMeX3Q64","W",712,6,1,0,0.5035,-0.2397,-0.5035,6,0,0.558,-0.558,0,1.0615,0,0.2608,"Alex Caskey","1988-07-22",154,"USA","2013, 2014","MF","W","ST","FW",177
"9z5kb3yPMA","lgpMOvnQzy","W",3994,83,26,6,9.4845,-1.5975,-3.4845,56,7,5.1158,1.8842,13,14.6003,3.8004,7.1652,"Déiber Caicedo","2000-03-25",135,"Colombia","2021, 2022, 2023, 2024","FW","W","ST","FW",165
"9z5kb9JgMA","zeQZkL1MKw","ST",30,0,0,0,0,0,0,1,0,0.0297,-0.0297,0,0.0297,0,0,"Joshua Penn","2000-11-25",161,"USA","2021","FW","ST","AM","MF",177
"9z5kbdvPMA","YgOMngl5wN","W",1242,27,12,3,3.6527,0.8852,-0.6527,9,1,1.1362,-0.1362,4,4.7889,2.0856,2.5404,"Iván Franco","2000-04-16",146,"Paraguay","2023","FW","W","W","FW",170
"9z5kDYaqA3","lgpMOvnQzy","DM",1911,2,0,0,0.1828,-0.1828,-0.1828,9,1,0.775,0.225,1,0.9578,0,0.1762,"Jon Erice","1986-11-03",159,"Spain","2019","MF","DM","CM","MF",177
"9z5kGga5A3","Vj58weDM8n, X0Oq66zq6D, kRQabn8MKZ","GK",34848,0,0,0,0,0,0,17,1,1.5374,-0.5374,1,1.5374,0,0,"Sean Johnson","1989-05-31",218,"USA","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","GK","GK","GK","GK",190
"9z5kjAjMA3","mKAqBBmqbg","GK",4630,1,0,0,0.0456,-0.0456,-0.0456,2,0,0.0639,-0.0639,0,0.1095,0,0.0149,"Raúl Fernández","1985-10-06",207,"Peru","2013, 2014","GK","GK","GK","GK",185
"9z5kJpJMA3","19vQ2095K6","DM",3193,24,8,2,4.6296,-1.3467,-2.6296,11,1,0.6631,0.3369,3,5.2927,0.2659,2.5823,"Andy Dorman","1982-05-01",161,"Wales","2013, 2014, 2015","MF","DM","CM","MF",185
"9z5knaeMA3","9z5k7Yg5A3","CM",1853,27,5,0,1.6384,-0.8963,-1.6384,33,1,2.4676,-1.4676,1,4.106,0,1.0491,"Keon Daniel","1987-01-16",172,"Trinidad & Tobago","2013","MF","CM","DM","MF",185
"9z5kPRgqA3","4wM42l4qjB","ST",1060,24,12,3,3.3375,0.7759,-0.3375,7,0,0.2427,-0.2427,3,3.5801,1.5593,1.905,"Félix Borja","1983-04-02",157,"Ecuador","2014","FW","ST","W","FW",177
"9z5kRvdMA3","Vj58weDM8n","CM",5323,57,12,1,3.4866,-1.2624,-2.4866,117,9,8.7651,0.2349,10,12.2517,0.0489,2.5875,"Andrea Pirlo","1979-05-19",150,"Italy","2015, 2016, 2017","MF","CM","DM","MF",177
"9z5kvLJMA3","KAqBN0Vqbg","DM",1335,19,9,3,1.5446,1.3323,1.4554,22,1,1.3935,-0.3935,4,2.9381,0.2427,1.512,"Kevin Kratz","1987-01-21",161,"Germany","2017, 2018, 2019","MF","DM","CM","MF",172
"9z5kxLlqA3","X0Oq66zq6D","CM",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Víctor Pérez","1988-01-12",157,"Spain","2015","MF","CM","DM","MF",177
"9z5kzxeMA3","mvzqoLZQap","CM",878,6,1,1,0.3213,-0.2961,0.6787,11,1,0.4487,0.5513,2,0.7699,0.4584,0.133,"Matías Sánchez","1987-08-18",157,"Argentina","2013","MF","CM","DM","MF",172
"a35r6225L6","9z5k7Yg5A3, X0Oq66zq6D, APk5LGOMOW","CB",5706,12,3,1,0.9871,-0.0208,0.0129,4,0,0.2384,-0.2384,1,1.2255,0.1756,0.8338,"Bakary Soumaré","1985-11-09",207,"Mali","2013, 2014, 2015","DF","CB","FB","DF",193
"a35r6G45L6","kRQabn8MKZ, a2lqR4JMr0","ST",4246,98,35,11,14.1318,0.3164,-3.1318,35,5,3.3386,1.6614,16,17.4704,3.0846,7.5878,"Robbie Findley","1985-08-04",165,"USA","2013, 2014, 2015","FW","ST","W","FW",175
"a35ra9GML6","WBLMvYAQxe, Z2vQ1xlqrA, a2lqRX2Mr0, KAqBN0Vqbg","FB",7190,66,21,1,6.1101,-1.5747,-5.1101,52,8,7.2591,0.7409,9,13.3692,0.1383,3.3803,"Sal Zizzo","1987-04-03",165,"USA","2013, 2014, 2015, 2016, 2017, 2018","DF","FB","WB","DF",180
"a35rB7Do5L","KAqBN0Vqbg","W",218,2,0,0,0.634,-0.634,-0.634,1,0,0.4825,-0.4825,0,1.1165,0,1.2217,"Luke Brennan","2005-02-24",150,"USA","2023, 2024","MF","W","ST","FW",177
"a35rBOLG5L","a2lqRX2Mr0","FB",514,1,0,0,0.3036,-0.3036,-0.3036,6,2,0.2581,1.7419,2,0.5617,0,0.2148,"Omar Valencia","2004-06-08",154,"Panama","2024, 2025","DF","FB","WB","DF",180
"a35rByv25L","kRQand1MKZ","W",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mikael Marques","2001-09-08",165,"Sweden","2023","MF","W","ST","FW",182
"a35rGGBqL6","kRQabn8MKZ","FB",143,1,0,0,0.0178,-0.0178,-0.0178,0,0,0,0,0,0.0178,0,0.0017,"Jonas Elmer","1988-02-28",152,"Switzerland","2013","DF","FB","WB","DF",175
"a35rK1aeqL","YgOMngl5wN","W",436,9,2,1,0.4282,0.3704,0.5718,5,1,0.5705,0.4295,2,0.9987,0.0031,0.3127,"Rob Lovejoy","1991-10-23",165,"USA","2015, 2016","MF","W","ST","FW",182
"a35rK94AqL","NWMWlBK5lz, YgOMngl5wN, eVq3ya6MWO, a2lqR4JMr0","W",13311,206,90,32,30.3762,3.2672,1.6238,131,25,18.2289,6.7711,57,48.6052,12.9247,17.544,"Corey Baird","1996-01-30",161,"USA","2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","FW","ST","W","FW",177
"a35rK9XoqL","a2lqR4JMr0","W",12003,357,146,37,26.7674,3.1369,10.2326,225,25,21.1206,3.8794,62,47.888,12.697,13.8598,"Jefferson Savarino","1996-11-11",132,"Venezuela","2017, 2018, 2019, 2022, 2023","MF","W","ST","FW",170
"a35rKA2AqL","X0Oq66zq6D","CB",10709,55,18,7,5.8796,-0.5819,1.1204,24,2,2.0886,-0.0886,9,7.9682,3.3787,4.6799,"Mauricio Pineda","1997-10-17",172,"USA","2020, 2021, 2022, 2023, 2024, 2025","DF","CB","DM","MF",185
"a35rKGpLqL","Z2vQ1xlqrA","W",18357,498,209,57,54.0829,-0.2037,2.9171,249,31,27.0522,3.9478,88,81.1351,24.8431,27.8974,"Dániel Sallói","1996-07-19",150,"Hungary","2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","FW","W","ST","FW",185
"a35rKJdeqL","pzeQZ6xQKw","CM",135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Hamilton","1995-07-27",176,"USA","2017","MF","CM","DM","MF",185
"a35rKXALqL","mvzqoLZQap","CB",245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rodrigo Saravia","1993-02-22",174,"Guatemala","2016","DF","CB","FB","DF",182
"a35rKXowqL","Z2vQ1xlqrA","CB",744,5,1,0,0.4178,-0.0293,-0.4178,0,0,0,0,0,0.4178,0,0.2977,"Joaquín Fernández","1996-05-31",159,"Spain","2024, 2025","DF","CB","FB","DF",190
"a35rKYrAqL","EKXMeX3Q64, a2lqR4JMr0, APk5LGOMOW","FB",17771,123,32,2,6.0812,-2.3354,-4.0812,186,24,19.4796,4.5204,26,25.5608,2.4221,4.7545,"Aaron Herrera","1997-06-06",157,"USA","2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","DF","FB","WB","DF",180
"a35rKZZwqL","WBLMvYAQxe","W",4936,93,37,6,8.8109,-0.0246,-2.8109,62,5,5.419,-0.419,11,14.2299,1.5277,5.1563,"Marvin Loría","1997-04-24",170,"Costa Rica","2019, 2020, 2021, 2022, 2023, 2024","MF","W","ST","FW",175
"a35rl2EKQL","0KPqjA456v","FB",1351,8,2,0,0.4039,-0.3261,-0.4039,11,2,1.1095,0.8905,2,1.5134,0,0.2556,"Luciano Abecasis","1990-06-04",161,"Argentina","2021","DF","FB","WB","DF",175
"a35rl7d4QL","a2lqR4JMr0","DM",1142,10,5,1,0.629,0.2276,0.371,3,0,0.1003,-0.1003,1,0.7293,0.4117,0.6466,"Yordany Alvarez","1985-05-24",165,"Cuba","2013","MF","DM","CM","MF",177
"a35rl8kwQL","eVq3ya6MWO","FB",289,2,0,0,0.0563,-0.0563,-0.0563,7,0,0.4232,-0.4232,0,0.4795,0,0.0725,"Omar Gaber","1992-01-30",159,"Egypt","2018","DF","FB","W","FW",172
"a35rl9BBQL","0KPqjA456v","ST",161,4,1,0,0.4796,-0.4508,-0.4796,1,0,0.0162,-0.0162,0,0.4958,0,0.3107,"Billy Schuler","1990-04-27",172,"USA","2014","FW","ST","W","FW",180
"a35rlaAAQL","X0Oq66zq6D","ST",1460,52,15,4,6.4367,-0.189,-2.4367,12,1,0.7483,0.2517,5,7.1849,3.1491,4.3858,"Juan Luis Anangonó","1989-04-13",185,"Ecuador","2013, 2014","FW","ST","W","FW",185
"a35rldmeQL","zeQZkL1MKw","GK",2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Marsman","1990-10-01",194,"Netherlands","2021, 2022","GK","GK","GK","GK",187
"a35rlgewQL","WBLMvYAQxe, pzeQZ6xQKw, mvzqoLZQap","FB",7008,12,5,0,0.7684,-0.437,-0.7684,63,7,5.139,1.861,7,5.9074,0,0.4034,"Chris Klute","1990-03-05",174,"USA","2013, 2014, 2015, 2016","DF","FB","WB","DF",185
"a35rlRnwQL","kRQand1MKZ, 0KPqjA456v, X0Oq66zq6D","CB",12989,142,36,12,11.6587,-1.9633,0.3413,46,4,5.0627,-1.0627,16,16.7214,13.115,9.9043,"Francisco Calvo","1992-07-08",165,"Costa Rica","2017, 2018, 2019, 2020, 2021, 2022","DF","CB","FB","DF",177
"a35rlwN2QL","Vj58weDM8n","FB",587,12,4,1,0.742,-0.2633,0.258,4,0,0.4085,-0.4085,1,1.1505,0.485,0.5709,"Javier Calle","1991-04-29",163,"Colombia","2015","DF","FB","WB","DF",175
"a35rlyZ4QL","WBLMvYAQxe","DM",35928,77,27,11,8.8147,1.4736,2.1853,242,16,18.9362,-2.9362,27,27.7509,3.0939,3.6385,"Diego Chará","1986-04-05",152,"Colombia","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025","MF","DM","CM","MF",172
"a35rm92ML6","EKXMeX3Q64, KAqBN0Vqbg","CM",6345,72,33,6,6.6518,3.796,-0.6518,148,12,12.9586,-0.9586,18,19.6103,4.7154,4.883,"Mateusz Klich","1990-06-13",165,"Poland","2023, 2024, 2025","MF","CM","DM","MF",182
"a35rn0o5L6","0KPqjA456v","ST",464,14,2,0,1.6857,-1.6255,-1.6857,4,1,1.4041,-0.4041,1,3.0898,0,1.3207,"Henok Goitom","1984-09-16",190,"Sweden","2016","FW","ST","W","FW",187
"a35rPoAQL6","APk5LGOMOW","CB",5452,11,2,1,1.5154,-0.2258,-0.5154,6,1,0.7314,0.2686,2,2.2468,0.0766,1.0394,"Matteo Ferrari","1979-12-05",196,"Italy","2013, 2014","DF","CB","FB","DF",187
"a35rrkbG5L","19vQ2095K6","W",4022,112,41,12,10.733,-1.84,1.267,36,9,6.4136,2.5864,21,17.1465,5.9691,7.3112,"Tajon Buchanan","1999-02-08",157,"Canada","2019, 2020, 2021","MF","W","ST","FW",182
"a35rrkme5L","APk5LGOMOW","W",953,2,1,0,0.1286,-0.019,-0.1286,7,1,0.6936,0.3064,1,0.8222,0,0.023,"Clément Bayiha","1999-03-08",154,"Canada","2019, 2020, 2021","DF","FB","W","FW",172
"a35rvro5L6","19vQ2095K6, kRQabn8MKZ","CM",3742,8,2,1,0.5194,-0.0343,0.4806,14,0,0.8983,-0.8983,1,1.4177,0.6905,0.1661,"Jeremy Hall","1988-09-11",165,"USA","2013, 2014, 2015","MF","CM","DM","MF",180
"a35rW2BqL6","a2lqR4JMr0","AM",203,6,3,1,0.5174,0.312,0.4826,1,0,0.0901,-0.0901,1,0.6075,1.0265,0.4956,"Giuseppe Rossi","1987-02-01",159,"Italy","2020","MF","AM","ST","FW",172
"a35rXZBQL6","kaDQ0wRqEv, EKXMeX3Q64, lgpMOvnQzy","FB",13607,61,16,6,6.3415,0.4126,-0.3415,101,8,10.4925,-2.4925,14,16.834,1.3185,3.1897,"Sean Franklin","1985-03-21",161,"USA","2013, 2014, 2015, 2016, 2017, 2018","DF","FB","WB","DF",177
"a35ry7P2ML","wvq9B9wQWn","ST",4400,142,54,16,16.6715,2.4275,-0.6715,47,2,3.0098,-1.0098,18,19.6813,6.9011,10.7424,"João Klauss","1997-03-01",196,"Brazil","2023, 2024, 2025","FW","ST","W","FW",190
"a35rY9eML6","YgOMngl5wN","ST",484,4,2,0,0.15,-0.073,-0.15,2,0,0.7383,-0.7383,0,0.8883,0,0.0792,"Brian Ownby","1990-07-16",165,"USA","2013, 2014","FW","ST","W","FW",180
"a35ryB2AML","X0Oq66zq6D","ST",44,2,1,1,0.4525,-0.1126,0.5475,1,0,0.0296,-0.0296,1,0.4821,1.9275,0.8206,"Alex Monis","2003-03-20",135,"USA","2021, 2022, 2023","FW","ST","W","FW",170
"a35rydwBML","NWMWlBK5lz","CM",58,0,0,0,0,0,0,1,0,0.1831,-0.1831,0,0.1831,0,0,"Harrison Robledo","2002-02-08",161,"USA","2022","MF","CM","FB","DF",170
"a35rymlLML","zeQZkL1MKw","GK",9512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drake Callender","1997-10-07",203,"USA","2022, 2023, 2024, 2025","GK","GK","GK","GK",190
"a35ryngKML","YgOMngl5wN","GK",1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Michael Nelson","1995-02-10",179,"USA","2021, 2022","GK","GK","GK","GK",193
"a35ryXm2ML","kaDQ0wRqEv","GK",699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Novak Micovic","2001-10-25",190,"Serbia","2023, 2024, 2025","GK","GK","GK","GK",190
"a35ryXO2ML","19vQ2095K6, pzeQZ6xQKw, mvzqoLZQap","W",5629,104,40,6,9.0058,-0.8611,-3.0058,60,13,8.61,4.39,19,17.6158,1.6549,5.2362,"Luis Díaz","1998-12-06",159,"Costa Rica","2019, 2020, 2021, 2022, 2023, 2025","MF","W","ST","FW",12
"a35ryZ7bML","0KPqjA456v, 19vQ2095K6","CB",9158,39,7,0,2.5551,-1.1753,-2.5551,13,0,1.5488,-1.5488,0,4.1039,0,2.1999,"Tanner Beason","1997-03-23",174,"USA","2020, 2021, 2022, 2023, 2024, 2025","DF","CB","FB","DF",185
"aDQ0023QEv","pzeQZ6xQKw","GK",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Pickens","1982-04-05",201,"USA","2013","GK","GK","GK","GK",190
"aDQ00AlQEv","kRQabn8MKZ","CB",3058,6,1,0,0.2581,-0.2416,-0.2581,6,0,0.6257,-0.6257,0,0.8838,0,0.2064,"Kevin Long","1990-08-18",183,"Republic of Ireland","2024, 2025","DF","CB","FB","DF",187
"aDQ00OGQEv","kRQabn8MKZ, 19vQ2095K6","ST",12323,316,146,72,56.1417,10.1828,15.8583,143,16,15.4987,0.5013,88,71.6404,31.4692,33.1314,"Jozy Altidore","1989-11-06",174,"USA","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023","FW","ST","W","FW",185
"aDQ039WqEv","jYQJ19EqGR","DM",9303,78,21,7,4.1104,1.4662,2.8896,46,5,4.7364,0.2636,12,8.8468,1.9995,2.0673,"Gustav Svensson","1987-02-07",170,"Sweden","2017, 2018, 2019, 2020","MF","DM","CM","MF",182
"aDQ0a0x3ME","mvzqoLZQap, 9z5k7Yg5A3, vzqoOgNqap, X0Oq66zq6D","W",9134,271,128,41,35.6743,2.6912,5.3257,136,13,14.7618,-1.7618,54,50.436,21.7066,20.9414,"David Accam","1990-09-28",154,"Ghana","2015, 2016, 2017, 2018, 2019, 2020","MF","W","ST","FW",172
"aDQ0a6J3ME","YgOMngl5wN","W",1405,25,6,0,1.2129,-0.6087,-1.2129,39,3,3.1553,-0.1553,3,4.3682,0,0.709,"Alexander López","1992-06-05",157,"Honduras","2013, 2014, 2015","MF","W","ST","FW",175
